Time (ms),Accelerometer X (mGal),Accelerometer Y (mGal),Accelerometer Z (mGal),Gyro X,Gyro Y,Gyro Z,Locomotion,Arm Motion,Arm Object
875158,-428,953,139,109,-196,130,1,0,0
875191,-425,929,136,-102,-153,166,1,0,0
875225,-422,851,144,-11,-165,164,1,0,0
875258,-431,869,144,65,-183,89,1,0,0
875291,-418,920,126,-42,-138,66,1,0,0
875325,-432,879,132,-113,-62,122,1,0,0
875358,-418,874,120,37,-71,88,1,0,0
875391,-398,871,128,113,-4,72,1,0,0
875425,-391,829,131,112,-25,-47,1,0,0
875458,-446,863,118,82,27,-227,1,0,0
875491,-436,850,154,-144,63,-113,1,0,0
875525,-383,940,211,133,-30,-116,1,0,0
875558,-389,967,162,-8,-16,-40,1,0,0
875591,-422,962,147,-89,31,55,1,0,0
875625,-412,986,144,-71,9,205,1,405,521
875658,-430,921,162,-110,-12,269,1,405,521
875691,-428,794,173,143,-129,150,1,405,521
875725,-419,866,116,111,-78,32,1,405,521
875758,-422,900,108,-140,2,8,1,405,521
875791,-420,866,170,21,14,-38,1,405,521
875825,-414,889,166,133,-79,-25,1,405,521
875858,-395,911,132,-32,-4,33,1,405,521
875891,-432,884,137,46,-1,-8,1,405,521
875925,-417,911,151,22,-5,-10,1,413,521
875958,-411,880,156,-8,-24,16,1,413,521
875991,-427,860,155,57,-6,-50,1,413,521
876025,-445,840,133,81,-20,-77,1,413,521
876058,-379,905,111,2,29,-29,1,413,521
876091,-440,847,119,-66,35,-141,1,413,521
876125,-466,815,126,120,47,-188,1,413,521
876158,-433,895,123,230,10,-92,1,413,521
876191,-435,870,135,154,38,-20,1,413,521
876225,-466,810,153,189,42,-16,1,413,521
876258,-503,827,154,347,-17,-74,1,413,521
876291,-505,846,141,401,-17,-48,1,413,521
876325,-507,830,147,209,34,-31,1,413,521
876358,-527,830,175,219,-55,-111,1,413,521
876391,-539,941,183,320,-118,-125,1,413,521
876425,-549,960,208,313,-205,-106,1,413,521
876458,-529,955,187,283,-311,-99,1,413,521
876491,-515,974,175,182,-325,-80,1,413,521
876525,-500,934,196,28,-437,-16,1,413,521
876558,-473,889,160,9,-527,-62,1,413,521
876591,-480,899,176,33,-623,-163,1,413,521
876625,-450,884,160,-112,-716,-160,1,413,521
876658,-415,811,135,-166,-682,-191,1,413,521
876691,-401,778,162,-62,-679,-299,1,413,521
876725,-370,876,171,-118,-672,-342,1,413,521
876758,-325,885,166,-305,-499,-370,1,413,521
876791,-331,841,240,-411,-450,-436,1,413,521
876825,-321,828,229,-320,-354,-420,1,413,521
876858,-350,836,242,-253,-197,-458,1,413,521
876891,-394,843,236,-200,-105,-402,1,413,521
876925,-434,897,198,-187,67,-402,1,413,521
876958,-471,875,217,-350,286,-302,1,413,521
876991,-508,844,214,-292,458,-189,1,413,521
877025,-556,882,182,-41,632,-177,1,413,521
877058,-508,879,145,-87,756,-38,1,413,521
877091,-488,868,117,-338,905,104,1,413,521
877125,-500,811,72,-500,1022,107,1,413,521
877158,-547,848,19,-349,1132,112,1,413,521
877191,-615,823,33,-221,1235,303,1,413,521
877225,-794,910,182,-133,1078,227,1,413,521
877258,-537,820,13,0,1112,279,1,413,521
877291,-676,929,66,-291,1113,370,1,413,521
877325,-583,841,26,-513,1143,396,1,413,521
877358,-623,857,14,-267,1065,416,1,413,521
877391,-574,757,-6,-130,1081,344,1,413,521
877425,-601,743,41,-254,904,199,1,413,521
877458,-625,749,8,-281,700,-43,1,413,521
877491,-646,823,-24,-151,608,-67,1,413,521
877525,-653,845,-21,-224,571,86,1,413,521
877558,-638,800,-22,-169,510,79,1,413,521
877591,-625,844,25,-20,346,-4,1,413,521
877625,-628,879,-14,95,260,86,1,412,521
877658,-621,752,10,155,233,156,1,412,521
877691,-738,783,-27,551,161,-8,1,412,521
877725,-777,736,-75,464,161,87,1,412,521
877758,-750,636,67,1244,-42,-27,1,412,521
877791,-539,828,-27,1644,-384,-216,1,412,521
877825,-531,910,-20,729,-344,-341,1,412,521
877858,-568,940,-57,-179,-362,-213,1,412,521
877891,-474,778,-12,-20,-487,-179,1,412,521
877925,-420,896,-82,65,-569,-273,1,412,521
877958,-553,932,-59,-332,-563,-124,1,412,521
877991,-625,915,-51,-638,-577,143,1,412,521
878025,-634,793,-24,-563,-659,257,1,412,521
878058,-601,862,31,-375,-694,355,1,412,521
878091,-524,817,207,-510,-966,305,1,412,521
878125,-509,872,281,-712,-1256,179,1,412,521
878158,-494,876,275,-780,-1427,190,1,412,521
878191,-437,1003,244,-982,-1443,345,1,412,521
878225,-353,811,87,-874,-1178,423,1,412,521
878258,-308,769,-11,-545,-675,351,1,412,521
878291,-334,915,-12,-930,-93,405,1,412,521
878325,-401,798,109,-1177,182,317,1,412,521
878358,-497,739,142,-827,253,258,1,412,521
878391,-547,792,176,-354,317,211,1,412,521
878425,-633,827,288,-322,195,241,1,412,521
878458,-643,682,264,-121,86,118,1,412,521
878491,-645,787,191,171,321,86,1,0,0
878525,-662,749,331,-161,374,36,1,0,0
878558,-610,889,388,-288,252,35,1,0,0
878591,-562,698,443,-62,91,101,1,0,0
878625,-509,723,422,110,-106,-69,1,0,0
878658,-490,869,304,-183,100,-34,1,0,0
878691,-508,793,270,-890,440,-14,1,0,0
878725,-530,846,386,-1535,483,-18,1,0,0
878758,-568,641,505,-945,264,-8,1,0,0
878791,-536,681,492,349,-59,7,1,0,0
878825,-520,840,400,129,-79,75,1,0,0
878858,-490,800,386,-521,12,108,1,0,0
878891,-458,737,438,-774,26,116,1,0,0
878925,-430,685,425,-621,102,8,1,0,0
878958,-462,648,452,-243,218,-38,1,0,0
878991,-565,693,521,343,104,16,1,0,0
879025,-567,770,483,445,-110,91,1,0,0
879058,-495,738,386,195,-92,18,1,0,0
879091,-491,705,444,149,25,-29,1,0,0
879125,-507,681,463,359,37,-141,1,0,0
879158,-550,685,469,573,-106,-162,1,0,0
879191,-541,748,381,949,-134,-103,1,0,0
879225,-550,845,374,904,-173,-62,1,0,0
879258,-526,839,368,624,-257,-27,1,0,0
879291,-506,792,340,596,-284,20,1,0,0
879325,-494,813,329,542,-188,22,1,0,0
879358,-477,824,298,247,-71,61,1,0,0
879391,-494,776,315,43,16,-12,1,0,0
879425,-518,768,334,51,-13,-55,1,0,0
879458,-529,758,334,190,-54,-79,1,0,0
879491,-535,790,325,231,-88,-71,1,0,0
879525,-526,798,316,202,-80,-53,1,0,0
879558,-531,781,312,246,-92,-59,1,0,0
879591,-539,767,306,404,-106,-137,1,0,0
879625,-514,757,279,564,-120,-139,1,0,0
879658,-494,780,259,655,-115,-167,1,0,0
879691,-509,738,257,758,-156,-213,1,0,0
879725,-535,826,241,771,-177,-247,1,0,0
879758,-543,896,225,615,-198,-160,1,0,0
879791,-529,889,239,216,-195,-89,1,0,0
879825,-531,855,249,140,-168,-47,1,0,0
879858,-548,871,235,281,-135,65,1,0,0
879891,-552,901,235,275,-143,177,1,0,0
879925,-526,907,206,172,-113,247,1,0,0
879958,-519,902,204,44,-119,279,1,0,0
879991,-515,890,217,-86,-66,350,1,0,0
880025,-514,891,227,-107,-52,377,1,0,0
880058,-497,882,213,-57,-43,443,1,0,0
880091,-479,893,220,25,-69,439,1,0,0
880125,-447,909,204,83,-49,521,1,0,0
880158,-423,920,175,101,32,597,1,0,0
880191,-385,911,163,54,123,687,1,0,0
880225,-343,906,157,10,236,666,1,0,0
880258,-308,896,144,-98,311,670,1,0,0
880291,-286,878,152,-146,401,688,1,0,0
880325,-276,878,144,-104,519,663,1,0,0
880358,-296,871,166,-205,589,587,1,0,0
880391,-311,832,196,-309,653,514,1,0,0
880425,-327,828,186,-413,633,292,1,0,0
880458,-350,817,209,-600,727,124,1,0,0
880491,-395,845,266,-889,685,19,1,0,0
880525,-433,889,288,-1042,596,-33,1,0,0
880558,-423,861,273,-861,636,17,1,0,0
880591,-412,931,323,-660,564,79,1,0,0
880625,-382,936,355,-1098,516,126,1,0,0
880658,-383,926,388,-1595,494,139,1,0,0
880691,-373,848,447,-1840,436,222,1,0,0
880725,-343,786,438,-1701,412,203,1,0,0
880758,-338,732,430,-1175,431,146,1,0,0
880791,-375,763,499,-793,335,106,1,0,0
880825,-407,789,521,-838,244,71,1,0,0
880858,-417,747,534,-986,163,70,1,0,0
880891,-405,793,577,-1049,68,39,1,0,0
880925,-377,724,591,-780,80,127,1,0,0
880958,-370,690,618,-452,61,132,1,0,0
880991,-382,716,630,-364,88,190,1,0,0
881025,-386,703,609,-479,56,186,1,0,0
881058,-370,638,606,-429,86,165,1,0,0
881091,-374,658,641,-240,30,28,1,0,0
881125,-382,672,642,-152,-52,30,1,0,0
881158,-353,652,611,-163,-53,-36,1,0,0
881191,-371,656,649,1,-58,-34,1,0,0
881225,-380,674,645,33,-65,-47,1,0,0
881258,-374,705,651,6,-72,-21,1,0,0
881291,-367,704,658,-41,-84,14,1,0,0
881325,-347,720,645,-20,-67,87,1,0,0
881358,-331,704,662,106,-102,103,1,0,0
881391,-319,681,648,36,-78,118,1,0,0
881425,-324,671,620,-80,-67,61,1,0,0
881458,-337,657,634,109,-5,85,1,0,0
881491,-341,613,603,351,-4,49,1,0,0
881525,-373,695,630,99,14,-1,1,0,0
881558,-353,663,622,25,33,-35,1,0,0
881591,-346,653,601,439,-3,-123,1,0,0
881625,-366,724,618,613,-12,-105,1,0,0
881658,-372,718,615,724,-41,-78,1,0,0
881691,-359,707,552,1230,-39,-58,1,0,0
881725,-403,779,563,1486,-129,14,1,0,0
881758,-388,770,564,1465,-293,-21,1,0,0
881791,-372,829,536,1161,-442,-45,1,0,0
881825,-348,854,517,741,-464,-38,1,0,0
881858,-323,905,514,54,-469,1,1,0,0
881891,-271,873,470,-688,-408,-2,1,0,0
881925,-251,853,477,-1220,-261,2,1,0,0
881958,-200,797,423,-1310,-39,17,1,0,0
881991,-188,785,390,-1073,257,153,1,0,0
882025,-183,773,388,-866,530,246,1,0,0
882058,-189,801,392,-986,867,307,1,0,0
882091,-234,739,518,-1114,956,350,1,0,0
882125,-280,684,606,-845,849,391,1,0,0
882158,-316,638,654,-501,659,325,1,0,0
882191,-384,681,637,-419,584,206,1,0,0
882225,-463,635,662,-586,478,187,1,0,0
882258,-540,674,729,-632,357,111,1,0,0
882291,-557,645,726,-375,197,123,1,0,0
882325,-553,632,724,-261,135,77,1,0,0
882358,-545,640,717,-384,55,119,1,0,0
882391,-487,585,687,-405,22,35,1,0,0
882425,-463,575,688,-300,-8,-124,1,0,0
882458,-426,621,675,-113,-50,-120,1,0,0
882491,-359,610,635,213,29,-74,1,402,521
882525,-286,641,574,749,125,11,1,402,521
882558,-252,749,617,639,221,135,1,402,521
882591,-212,719,609,257,152,124,1,402,521
882625,-260,640,636,12,111,97,1,402,521
882658,-327,624,666,142,15,57,1,402,521
882691,-380,652,690,100,-37,5,1,402,521
882725,-437,645,670,-47,-69,-2,1,402,521
882758,-485,648,688,-197,-57,-93,1,402,521
882791,-532,669,702,-333,-81,-71,1,402,521
882825,-554,644,696,-358,-85,-58,1,402,521
882858,-542,680,660,-382,-136,-31,1,402,521
882891,-458,631,648,-295,-92,2,1,402,521
882925,-377,617,628,88,-71,-8,1,402,521
882958,-319,636,581,284,23,-7,1,402,521
882991,-256,669,538,519,186,98,1,402,521
883025,-222,671,574,478,371,123,1,402,521
883058,-228,627,597,398,348,106,1,402,521
883091,-266,644,616,402,287,63,1,402,521
883125,-338,707,626,164,204,24,1,402,521
883158,-422,735,696,-190,131,72,1,402,521
883191,-492,697,705,-394,25,60,1,402,521
883225,-561,651,724,-395,-75,69,1,402,521
883258,-555,635,710,-376,-188,29,1,402,521
883291,-529,565,643,-344,-145,-57,1,402,521
883325,-501,610,627,-349,-67,-80,1,402,521
883358,-450,593,605,-191,1,-139,1,402,521
883391,-375,652,570,36,102,-104,1,402,521
883424,-384,805,631,306,151,-32,1,402,521
883458,-310,691,679,727,35,97,1,402,521
883491,-259,663,612,739,29,187,1,402,521
883524,-273,646,546,515,129,102,1,402,521
883558,-327,688,627,258,92,75,1,402,521
883591,-399,666,638,-349,7,24,1,402,521
883624,-465,631,632,-485,70,-25,1,402,521
883658,-542,650,701,-278,-39,-54,1,402,521
883691,-590,683,732,-320,-147,-22,1,402,521
883724,-542,635,632,-93,-194,-12,1,402,521
883758,-491,651,626,-211,-117,-43,1,402,521
883791,-437,609,642,65,-99,-74,1,402,521
883824,-386,654,623,492,-117,9,1,402,521
883858,-323,699,522,469,-49,-33,1,402,521
883891,-274,667,502,358,100,-17,1,402,521
883924,-294,669,557,535,192,8,1,402,521
883958,-305,670,573,620,126,-72,1,402,521
883991,-362,746,603,374,123,-51,1,402,521
884024,-423,748,642,358,46,-35,1,402,521
884058,-462,730,626,308,-54,-21,1,402,521
884091,-464,734,600,-30,-43,-49,1,402,521
884124,-464,701,582,-250,-2,-50,1,402,521
884158,-477,716,601,-533,38,-4,1,402,521
884191,-501,666,594,-734,-11,-73,1,402,521
884224,-499,655,638,-570,-62,-56,1,402,521
884258,-470,683,601,-247,-119,-31,1,402,521
884291,-417,708,567,-96,-78,24,1,402,521
884324,-390,659,536,115,116,95,1,402,521
884358,-392,615,576,317,96,28,1,402,521
884391,-365,643,566,424,84,-41,1,402,521
884424,-360,621,560,548,73,-96,1,402,521
884458,-396,730,586,406,56,-101,1,402,521
884491,-408,730,604,141,23,-37,1,402,521
884524,-411,685,587,193,-12,-33,1,402,521
884558,-421,724,574,164,59,2,1,402,521
884591,-432,736,566,63,56,14,1,402,521
884624,-429,736,550,-76,75,62,1,402,521
884658,-440,715,559,-268,88,85,1,402,521
884691,-464,732,581,-470,89,114,1,402,521
884724,-492,710,599,-673,43,117,1,402,521
884758,-497,681,617,-717,9,123,1,402,521
884791,-489,629,639,-517,-74,107,1,402,521
884824,-449,637,601,-317,-44,130,1,402,521
884858,-432,662,613,-328,9,130,1,402,521
884891,-429,656,614,-250,18,143,1,402,521
884924,-428,650,609,-61,16,156,1,402,521
884958,-376,618,572,167,32,168,1,402,521
884991,-362,632,579,295,51,200,1,402,521
885024,-335,648,596,456,88,84,1,402,521
885058,-327,667,623,414,110,67,1,402,521
885091,-325,688,592,221,128,67,1,402,521
885124,-364,714,642,-4,160,50,1,402,521
885158,-414,705,703,-260,69,101,1,402,521
885191,-466,687,681,-376,-26,129,1,402,521
885224,-508,660,662,-410,-102,160,1,402,521
885258,-506,587,624,-347,-156,128,1,402,521
885291,-526,605,641,-384,-133,-27,1,402,521
885324,-533,614,679,-341,-162,-93,1,402,521
885358,-491,658,647,8,-212,-55,1,402,521
885391,-444,630,601,97,-141,-73,1,402,521
885424,-405,653,569,248,-24,-55,1,402,521
885458,-337,638,549,743,25,-6,1,402,521
885491,-261,693,519,797,263,118,1,402,521
885524,-210,670,556,518,307,58,1,402,521
885558,-264,840,673,75,278,94,1,402,521
885591,-297,721,671,-157,51,86,1,402,521
885624,-359,633,627,169,31,111,1,402,521
885658,-454,744,698,-57,-25,165,1,402,521
885691,-503,701,662,-523,-84,75,1,402,521
885724,-549,635,634,-376,-115,69,1,402,521
885758,-557,667,642,-473,-136,48,1,402,521
885791,-523,640,639,-506,-104,8,1,402,521
885824,-467,599,605,-227,-58,7,1,402,521
885858,-396,680,538,35,95,41,1,402,521
885891,-350,702,517,92,239,154,1,402,521
885924,-304,699,500,419,326,140,1,402,521
885958,-307,745,602,431,314,148,1,402,521
885991,-244,680,589,180,286,178,1,402,521
886024,-281,690,645,112,307,45,1,402,521
886058,-328,732,677,43,159,7,1,402,521
886091,-384,716,651,-104,99,98,1,402,521
886124,-440,731,658,-108,35,66,1,402,521
886158,-487,685,647,-292,30,108,1,402,521
886191,-518,662,623,-270,-19,57,1,402,521
886224,-530,637,607,-401,-62,42,1,402,521
886258,-509,626,613,-319,-47,-11,1,402,521
886291,-497,645,624,-290,-68,-80,1,402,521
886324,-467,632,612,-210,-61,-64,1,402,521
886358,-416,598,566,-25,8,-76,1,402,521
886391,-407,665,602,137,54,-70,1,402,521
886424,-396,729,598,118,68,-49,1,402,521
886458,-369,691,614,47,77,20,1,402,521
886491,-374,685,630,56,104,58,1,402,521
886524,-391,680,638,132,50,92,1,402,521
886558,-400,672,621,258,-10,74,1,402,521
886591,-408,681,600,353,-29,60,1,402,521
886624,-386,671,553,380,42,103,1,402,521
886658,-373,684,562,397,161,112,1,402,521
886691,-376,729,585,211,204,130,1,402,521
886724,-372,684,599,-87,173,155,1,402,521
886758,-391,661,615,10,130,97,1,402,521
886791,-414,698,618,100,40,106,1,402,521
886824,-412,699,611,-140,48,59,1,402,521
886858,-408,660,609,-281,33,9,1,402,521
886891,-428,637,613,-222,13,-64,1,402,521
886924,-467,649,615,-219,-53,-118,1,402,521
886958,-503,680,658,-294,-185,-100,1,402,521
886991,-505,678,638,-272,-167,-57,1,402,521
887024,-518,691,629,-305,-247,45,1,402,521
887058,-500,629,594,-193,-260,-21,1,402,521
887091,-441,680,592,156,-205,-9,1,402,521
887124,-394,691,550,229,-152,-25,1,402,521
887158,-344,655,527,241,44,53,1,402,521
887191,-302,673,530,418,182,52,1,402,521
887224,-291,697,546,392,263,26,1,402,521
887258,-309,714,588,106,276,37,1,402,521
887291,-355,711,688,71,163,92,1,402,521
887324,-374,675,625,159,58,45,1,402,521
887358,-410,743,646,131,54,76,1,402,521
887391,-432,687,636,-249,6,54,1,402,521
887424,-464,631,619,-280,-43,-26,1,402,521
887458,-504,666,647,-327,-57,-42,1,402,521
887491,-508,624,623,-329,-91,-51,1,402,521
887524,-507,629,616,-265,-101,-125,1,402,521
887558,-522,686,646,-359,-169,-160,1,402,521
887591,-490,666,628,-110,-218,-146,1,402,521
887624,-440,660,567,131,-171,-108,1,402,521
887658,-408,730,565,145,-26,19,1,402,521
887691,-355,688,562,283,31,136,1,402,521
887724,-311,681,552,524,123,137,1,402,521
887758,-296,703,558,412,171,93,1,402,521
887791,-311,691,614,166,191,112,1,402,521
887824,-351,651,615,97,147,38,1,402,521
887858,-407,672,636,110,40,-17,1,402,521
887891,-426,688,651,-36,12,14,1,402,521
887924,-454,670,624,-240,-33,-55,1,402,521
887958,-504,667,649,-330,-41,-128,1,402,521
887991,-523,661,637,-433,-88,-151,1,402,521
888024,-554,652,666,-378,-121,-134,1,402,521
888058,-510,626,624,-97,-215,-122,1,402,521
888091,-473,679,585,14,-177,-95,1,402,521
888124,-426,665,551,126,-90,-19,1,402,521
888158,-377,674,546,366,30,6,1,402,521
888191,-338,726,548,309,125,118,1,402,521
888224,-298,671,564,112,219,25,1,402,521
888258,-312,689,622,199,181,-68,1,402,521
888291,-362,709,653,13,29,-58,1,402,521
888324,-380,607,610,-21,59,-85,1,402,521
888358,-465,660,647,60,19,-141,1,402,521
888391,-552,686,685,-128,-104,-138,1,402,521
888424,-565,654,637,-214,-177,-64,1,402,521
888458,-557,619,620,-106,-160,-44,1,402,521
888491,-545,637,633,-285,-154,-25,1,402,521
888524,-511,607,613,-173,-162,-52,1,402,521
888558,-453,651,588,46,-165,-103,1,402,521
888591,-401,691,560,384,-163,-85,1,402,521
888624,-361,725,530,468,-99,33,1,402,521
888658,-283,721,497,320,117,114,1,402,521
888691,-262,686,569,96,230,159,1,402,521
888724,-344,758,651,40,263,117,1,402,521
888758,-371,662,682,86,124,97,1,402,521
888791,-418,605,608,123,115,52,1,402,521
888824,-487,699,677,-38,106,28,1,402,521
888858,-539,672,661,-393,-25,-114,1,402,521
888891,-570,624,648,-261,-74,-108,1,402,521
888924,-599,657,651,-146,-194,-95,1,402,521
888958,-560,619,606,-261,-220,-141,1,402,521
888991,-529,616,623,-133,-184,-175,1,402,521
889024,-468,598,603,286,-191,-153,1,402,521
889058,-413,630,581,473,-170,-196,1,402,521
889091,-386,676,469,530,8,-226,1,402,521
889124,-440,792,635,268,-149,-151,1,402,521
889158,-432,753,618,76,-364,-7,1,402,521
889191,-431,704,617,134,-383,107,1,402,521
889224,-427,676,616,212,-391,139,1,402,521
889258,-421,647,568,259,-335,155,1,402,521
889291,-402,632,537,226,-198,84,1,402,521
889324,-377,653,562,109,-70,54,1,402,521
889358,-378,657,588,-49,-43,-32,1,402,521
889391,-382,657,574,15,34,-70,1,402,521
889424,-376,647,585,182,41,-121,1,402,521
889458,-357,651,579,281,58,-156,1,402,521
889491,-347,676,604,137,118,-269,1,402,521
889524,-403,698,635,200,86,-277,1,402,521
889558,-479,781,594,321,8,-145,1,402,521
889591,-482,860,617,177,-46,75,1,402,521
889624,-430,746,622,134,-128,178,1,402,521
889658,-411,677,587,254,-181,194,1,402,521
889691,-388,680,505,136,-26,88,1,402,521
889724,-374,596,512,-37,53,-73,1,402,521
889758,-443,681,546,53,107,-226,1,402,521
889791,-492,804,582,7,13,-79,1,402,521
889824,-470,806,576,98,-61,53,1,402,521
889858,-426,756,543,112,-35,143,1,402,521
889891,-403,669,526,346,-5,109,1,402,521
889924,-375,640,508,374,23,10,1,402,521
889958,-355,648,516,96,85,-151,1,402,521
889991,-362,640,552,91,157,-333,1,402,521
890024,-439,778,561,183,103,-288,1,402,521
890058,-477,851,564,284,-33,-42,1,402,521
890091,-440,837,567,321,-149,92,1,402,521
890124,-411,730,519,543,-117,121,1,402,521
890158,-412,670,500,931,-95,104,1,402,521
890191,-421,606,499,1307,-177,-70,1,402,521
890224,-452,671,439,1113,-166,-322,1,402,521
890258,-531,954,425,113,-160,-306,1,402,521
890291,-488,889,434,-244,-165,-111,1,402,521
890324,-463,846,441,180,-168,214,1,402,521
890358,-393,744,403,460,-199,182,1,402,521
890391,-372,736,403,192,-128,51,1,402,521
890424,-377,756,420,-592,-38,-140,1,402,521
890458,-426,858,397,-1087,68,-166,1,402,521
890491,-490,912,457,-700,93,286,1,402,521
890524,-437,815,482,65,-47,441,1,402,521
890558,-353,708,447,-28,-32,371,1,402,521
890591,-319,648,451,-362,77,92,1,402,521
890624,-325,644,483,-775,226,-127,1,402,521
890658,-435,661,508,-629,306,-222,1,402,521
890691,-489,827,521,-357,228,-92,1,402,521
890724,-453,867,567,-243,90,118,1,402,521
890758,-394,842,565,-364,2,223,1,402,521
890791,-346,775,581,-524,5,286,1,402,521
890824,-340,597,523,-291,76,253,1,402,521
890858,-351,848,456,-479,286,317,1,402,521
890891,-366,711,560,-821,394,388,1,402,521
890924,-322,625,566,-492,324,311,1,402,521
890958,-324,631,540,-467,390,163,1,402,521
890991,-391,643,529,-622,486,82,1,402,521
891024,-499,624,572,-642,571,2,1,402,521
891058,-578,685,594,-651,477,-20,1,402,521
891091,-612,660,582,-671,428,-67,1,402,521
891124,-650,607,645,-588,287,-111,1,402,521
891158,-648,591,670,-277,60,-46,1,402,521
891191,-627,706,719,-93,-85,28,1,402,521
891224,-540,615,643,-82,-117,28,1,402,521
891258,-465,625,607,202,-132,50,1,402,521
891291,-391,689,559,487,-8,131,1,402,521
891324,-345,696,570,301,64,212,1,402,521
891358,-283,657,525,67,261,237,1,402,521
891391,-287,606,594,247,302,153,1,402,521
891424,-368,679,678,162,180,72,1,402,521
891458,-441,632,663,15,85,3,1,402,521
891491,-520,596,664,1,34,-70,1,402,521
891524,-558,618,672,101,-68,-126,1,402,521
891558,-578,645,690,-30,-177,-106,1,402,521
891591,-540,652,681,-29,-287,-116,1,402,521
891624,-495,618,669,34,-327,-2,1,402,521
891658,-468,624,676,121,-409,-78,1,402,521
891691,-445,678,596,318,-485,-66,1,402,521
891724,-451,696,508,549,-415,96,1,402,521
891758,-468,752,569,267,-420,76,1,402,521
891791,-438,696,584,-22,-437,89,1,402,521
891824,-382,645,574,204,-367,62,1,402,521
891858,-356,635,535,478,-246,45,1,402,521
891891,-367,633,518,437,-62,-16,1,402,521
891924,-387,663,533,264,-39,-141,1,402,521
891958,-435,743,579,291,30,-162,1,402,521
891991,-477,745,614,441,-130,5,1,402,521
892024,-450,747,567,714,-184,32,1,402,521
892058,-414,820,549,638,-171,123,1,402,521
892091,-390,823,552,295,-128,199,1,402,521
892124,-372,775,564,-2,-118,230,1,402,521
892158,-376,759,558,-33,-87,281,1,402,521
892191,-383,783,574,48,-140,377,1,402,521
892224,-369,763,584,111,-260,403,1,402,521
892258,-360,785,565,220,-356,360,1,402,521
892291,-354,822,550,174,-404,371,1,402,521
892324,-350,815,531,-14,-319,432,1,402,521
892358,-367,770,551,-146,-262,452,1,402,521
892391,-334,789,527,-356,-164,444,1,402,521
892424,-325,785,512,-524,-28,363,1,402,521
892458,-310,743,458,-357,175,406,1,402,521
892491,-308,842,528,-255,344,541,1,402,521
892524,-294,743,604,-165,229,415,1,402,521
892558,-304,884,656,-215,75,484,1,402,521
892591,-239,793,626,-284,-56,548,1,402,521
892624,-205,657,583,25,-47,435,1,402,521
892658,-176,721,561,-108,60,290,1,402,521
892691,-141,684,579,-457,203,128,1,402,521
892724,-148,646,641,-268,242,59,1,402,521
892758,-167,781,625,-167,117,-37,1,402,521
892791,-188,887,657,-421,2,130,1,402,521
892824,-184,764,658,64,-161,229,1,402,521
892858,-205,752,602,214,-178,204,1,402,521
892891,-175,682,555,154,-124,97,1,402,521
892924,-128,626,566,53,-59,-152,1,402,521
892958,-116,580,616,271,-106,-330,1,402,521
892991,-180,865,572,402,-228,-386,1,402,521
893024,-173,899,579,191,-194,-44,1,402,521
893058,-153,845,618,456,-214,195,1,402,521
893091,-118,615,599,288,-216,-14,1,402,521
893124,-116,624,652,104,-186,-261,1,402,521
893158,-157,723,654,262,-305,-363,1,402,521
893191,-201,1043,569,205,-307,-200,1,402,521
893224,-169,1022,653,38,-353,260,1,402,521
893258,-146,723,581,366,-366,248,1,402,521
893291,-150,654,527,335,-265,22,1,402,521
893324,-193,669,557,505,-256,-194,1,0,0
893358,-191,703,454,1044,-215,-423,1,0,0
893391,-250,941,554,1134,-250,-338,1,0,0
893424,-221,876,581,1075,-602,-290,1,0,0
893458,-180,859,440,1280,-796,-216,1,0,0
893491,-149,889,329,832,-681,-248,1,0,0
893524,-177,900,395,475,-533,-257,1,0,0
893558,-162,848,383,280,-524,-313,1,0,0
893591,-148,959,377,347,-469,-287,1,0,0
893624,-159,970,420,235,-461,-194,1,0,0
893658,-169,914,404,235,-481,-162,1,0,0
893691,-208,941,427,406,-531,-137,1,0,0
893724,-232,924,407,634,-647,-101,1,0,0
893758,-255,858,393,891,-826,-143,1,0,0
893791,-264,852,419,886,-1117,-309,1,0,0
893824,-239,810,331,1040,-1329,-474,1,0,0
893858,-169,807,220,1292,-1331,-602,1,0,0
893891,-138,729,296,1335,-1416,-788,1,0,0
893924,-172,750,227,1771,-1642,-995,1,0,0
893958,-112,884,99,1766,-1704,-966,1,0,0
893991,-77,874,86,1458,-1547,-990,1,0,0
894024,-66,879,-37,1250,-1462,-1062,1,0,0
894058,-70,954,-97,717,-1024,-1015,1,0,0
894091,-42,1030,-19,-1244,-630,-1083,1,0,0
894124,-54,799,33,-1387,-296,-1271,1,0,0
894158,-204,813,76,-498,-55,-1253,1,0,0
894191,-342,941,112,405,47,-1161,1,0,0
894224,-500,989,54,663,44,-1040,1,0,0
894258,-521,963,42,481,11,-1002,1,0,0
894291,-567,977,-15,362,89,-918,1,0,0
894324,-646,952,18,312,242,-800,1,0,0
894358,-703,928,68,208,212,-666,1,0,0
894391,-756,916,38,280,127,-524,1,0,0
894424,-708,918,29,608,6,-252,1,0,0
894458,-720,867,90,422,8,-33,1,0,0
894491,-674,806,71,136,-7,-16,1,0,0
894524,-645,800,33,-142,126,-57,1,0,0
894558,-659,776,36,-396,307,-76,1,0,0
894591,-665,749,61,-545,315,-205,1,0,0
894624,-670,750,49,-447,322,-213,1,0,0
894658,-699,753,69,-402,309,-145,1,0,0
894691,-697,705,103,-274,222,-151,1,0,0
894724,-686,715,87,-106,163,-194,1,0,0
894758,-670,759,57,-174,222,-205,1,0,0
